Pincode,District,StateName
203403,BULANDSHAHR,Uttar Pradesh
203405,BULANDSHAHR,Uttar Pradesh
203407,BULANDSHAHR,Uttar Pradesh
203408,BULANDSHAHR,Uttar Pradesh
203409,BULANDSHAHR,Uttar Pradesh
203411,BULANDSHAHR,Uttar Pradesh
203412,BULANDSHAHR,Uttar Pradesh
204101,HATHRAS,Uttar Pradesh
204102,HATHRAS,Uttar Pradesh
204211,HATHRAS,Uttar Pradesh
204212,HATHRAS,Uttar Pradesh
204213,HATHRAS,Uttar Pradesh
204214,ALIGARH,Uttar Pradesh
204215,ALIGARH,Uttar Pradesh
204216,ALIGARH,Uttar Pradesh
205001,MAINPURI,Uttar Pradesh
205119,MAINPURI,Uttar Pradesh
205121,FIROZABAD,Uttar Pradesh
205247,MAINPURI,Uttar Pradesh
205261,MAINPURI,Uttar Pradesh
205262,MAINPURI,Uttar Pradesh
205263,MAINPURI,Uttar Pradesh
205264,MAINPURI,Uttar Pradesh
205265,MAINPURI,Uttar Pradesh
205267,MAINPURI,Uttar Pradesh
205268,MAINPURI,Uttar Pradesh
205301,MAINPURI,Uttar Pradesh
205303,MAINPURI,Uttar Pradesh
205304,MAINPURI,Uttar Pradesh
206001,ETAWAH,Uttar Pradesh
206002,ETAWAH,Uttar Pradesh
206003,ETAWAH,Uttar Pradesh
206120,ETAWAH,Uttar Pradesh
206121,AURAIYA,Uttar Pradesh
206122,AURAIYA,Uttar Pradesh
206123,ETAWAH,Uttar Pradesh
206124,ETAWAH,Uttar Pradesh
206125,ETAWAH,Uttar Pradesh
206126,ETAWAH,Uttar Pradesh
206127,ETAWAH,Uttar Pradesh
206128,ETAWAH,Uttar Pradesh
206129,AURAIYA,Uttar Pradesh
206130,ETAWAH,Uttar Pradesh
206131,ETAWAH,Uttar Pradesh
206241,AURAIYA,Uttar Pradesh
206242,ETAWAH,Uttar Pradesh
206243,AURAIYA,Uttar Pradesh
206244,AURAIYA,Uttar Pradesh
206245,ETAWAH,Uttar Pradesh
206246,AURAIYA,Uttar Pradesh
206247,AURAIYA,Uttar Pradesh
206248,AURAIYA,Uttar Pradesh
206249,AURAIYA,Uttar Pradesh
206250,AURAIYA,Uttar Pradesh
206251,AURAIYA,Uttar Pradesh
206252,AURAIYA,Uttar Pradesh
206253,ETAWAH,Uttar Pradesh
206255,AURAIYA,Uttar Pradesh
207001,ETAH,Uttar Pradesh
207002,ETAH,Uttar Pradesh
207003,ETAH,Uttar Pradesh
207120,ETAH,Uttar Pradesh
207121,ETAH,Uttar Pradesh
207122,ETAH,Uttar Pradesh
207123,KANSHIRAM NAGAR,Uttar Pradesh
207124,ETAH,Uttar Pradesh
207125,KANSHIRAM NAGAR,Uttar Pradesh
207241,ETAH,Uttar Pradesh
207242,KANSHIRAM NAGAR,Uttar Pradesh
207243,KANSHIRAM NAGAR,Uttar Pradesh
207244,ETAH,Uttar Pradesh
207245,ETAH,Uttar Pradesh
207246,ETAH,Uttar Pradesh
207247,ETAH,Uttar Pradesh
207248,ETAH,Uttar Pradesh
207249,ETAH,Uttar Pradesh
207250,ETAH,Uttar Pradesh
207301,ETAH,Uttar Pradesh
207302,ETAH,Uttar Pradesh
207401,KANSHIRAM NAGAR,Uttar Pradesh
207402,KANSHIRAM NAGAR,Uttar Pradesh
207403,KANSHIRAM NAGAR,Uttar Pradesh
208001,KANPUR NAGAR,Uttar Pradesh
208002,KANPUR NAGAR,Uttar Pradesh
208003,KANPUR NAGAR,Uttar Pradesh
208004,KANPUR NAGAR,Uttar Pradesh
208005,KANPUR NAGAR,Uttar Pradesh
208006,KANPUR NAGAR,Uttar Pradesh
208007,KANPUR NAGAR,Uttar Pradesh
208008,KANPUR NAGAR,Uttar Pradesh
208009,KANPUR NAGAR,Uttar Pradesh
208010,KANPUR NAGAR,Uttar Pradesh
208011,KANPUR NAGAR,Uttar Pradesh
208012,KANPUR NAGAR,Uttar Pradesh
208013,KANPUR NAGAR,Uttar Pradesh
208014,KANPUR NAGAR,Uttar Pradesh
208015,KANPUR NAGAR,Uttar Pradesh
208016,KANPUR NAGAR,Uttar Pradesh
208017,KANPUR NAGAR,Uttar Pradesh
208019,KANPUR NAGAR,Uttar Pradesh
208020,KANPUR NAGAR,Uttar Pradesh
208021,KANPUR NAGAR,Uttar Pradesh
208022,KANPUR NAGAR,Uttar Pradesh
208023,KANPUR NAGAR,Uttar Pradesh
208024,KANPUR NAGAR,Uttar Pradesh
208025,KANPUR NAGAR,Uttar Pradesh
208026,KANPUR NAGAR,Uttar Pradesh
208027,KANPUR NAGAR,Uttar Pradesh
209101,KANPUR DEHAT,Uttar Pradesh
209111,KANPUR DEHAT,Uttar Pradesh
209112,KANPUR DEHAT,Uttar Pradesh
209115,KANPUR DEHAT,Uttar Pradesh
209121,KANPUR DEHAT,Uttar Pradesh
209125,KANPUR DEHAT,Uttar Pradesh
209202,KANPUR NAGAR,Uttar Pradesh
209203,KANPUR NAGAR,Uttar Pradesh
209204,KANPUR DEHAT,Uttar Pradesh
209205,KANPUR NAGAR,Uttar Pradesh
209206,KANPUR NAGAR,Uttar Pradesh
209208,KANPUR DEHAT,Uttar Pradesh
209209,KANPUR NAGAR,Uttar Pradesh
209210,KANPUR NAGAR,Uttar Pradesh
209214,KANPUR NAGAR,Uttar Pradesh
209217,KANPUR NAGAR,Uttar Pradesh
209301,KANPUR DEHAT,Uttar Pradesh
209302,KANPUR DEHAT,Uttar Pradesh
209303,UNNAO,Uttar Pradesh
209304,KANPUR NAGAR,Uttar Pradesh
209305,KANPUR NAGAR,Uttar Pradesh
209306,UNNAO,Uttar Pradesh
209307,KANPUR NAGAR,Uttar Pradesh
209308,KANPUR NAGAR,Uttar Pradesh
209310,KANPUR DEHAT,Uttar Pradesh
209311,KANPUR DEHAT,Uttar Pradesh
209312,KANPUR DEHAT,Uttar Pradesh
209401,KANPUR NAGAR,Uttar Pradesh
209402,MATHURA,Uttar Pradesh
209501,FARRUKHABAD,Uttar Pradesh
209502,FARRUKHABAD,Uttar Pradesh
209503,FARRUKHABAD,Uttar Pradesh
209504,FARRUKHABAD,Uttar Pradesh
209505,FARRUKHABAD,Uttar Pradesh
209601,FARRUKHABAD,Uttar Pradesh
209602,KANNAUJ,Uttar Pradesh
209621,FARRUKHABAD,Uttar Pradesh
209622,FARRUKHABAD,Uttar Pradesh
209625,FARRUKHABAD,Uttar Pradesh
209651,FARRUKHABAD,Uttar Pradesh
209652,FARRUKHABAD,Uttar Pradesh
209720,KANNAUJ,Uttar Pradesh
209721,KANNAUJ,Uttar Pradesh
209722,KANNAUJ,Uttar Pradesh
209723,KANNAUJ,Uttar Pradesh
209724,FARRUKHABAD,Uttar Pradesh
209725,KANNAUJ,Uttar Pradesh
209726,KANNAUJ,Uttar Pradesh
209727,KANNAUJ,Uttar Pradesh
209728,KANNAUJ,Uttar Pradesh
209729,KANNAUJ,Uttar Pradesh
209731,KANNAUJ,Uttar Pradesh
209732,KANNAUJ,Uttar Pradesh
209733,KANNAUJ,Uttar Pradesh
209734,KANNAUJ,Uttar Pradesh
209735,KANNAUJ,Uttar Pradesh
209736,KANNAUJ,Uttar Pradesh
209738,KANNAUJ,Uttar Pradesh
209739,FARRUKHABAD,Uttar Pradesh
209743,FARRUKHABAD,Uttar Pradesh
209745,FARRUKHABAD,Uttar Pradesh
209747,KANNAUJ,Uttar Pradesh
209749,FARRUKHABAD,Uttar Pradesh
209801,UNNAO,Uttar Pradesh
209821,UNNAO,Uttar Pradesh
209825,UNNAO,Uttar Pradesh
209827,UNNAO,Uttar Pradesh
209831,UNNAO,Uttar Pradesh
209841,UNNAO,Uttar Pradesh
209859,UNNAO,Uttar Pradesh
209860,UNNAO,Uttar Pradesh
209861,UNNAO,Uttar Pradesh
209862,UNNAO,Uttar Pradesh
209863,UNNAO,Uttar Pradesh
209864,UNNAO,Uttar Pradesh
209865,UNNAO,Uttar Pradesh
209866,UNNAO,Uttar Pradesh
209867,UNNAO,Uttar Pradesh
209868,UNNAO,Uttar Pradesh
209869,UNNAO,Uttar Pradesh
209870,UNNAO,Uttar Pradesh
209871,UNNAO,Uttar Pradesh
209881,KANPUR DEHAT,Uttar Pradesh
210001,BANDA,Uttar Pradesh
210120,BANDA,Uttar Pradesh
210121,BANDA,Uttar Pradesh
210122,BANDA,Uttar Pradesh
210123,BANDA,Uttar Pradesh
210125,BANDA,Uttar Pradesh
210126,BANDA,Uttar Pradesh
210128,BANDA,Uttar Pradesh
210129,BANDA,Uttar Pradesh
210201,BANDA,Uttar Pradesh
210202,CHITRAKOOT,Uttar Pradesh
210203,BANDA,Uttar Pradesh
210204,CHITRAKOOT,Uttar Pradesh
210205,CHITRAKOOT,Uttar Pradesh
210206,CHITRAKOOT,Uttar Pradesh
210207,CHITRAKOOT,Uttar Pradesh
210208,CHITRAKOOT,Uttar Pradesh
210209,CHITRAKOOT,Uttar Pradesh
210301,HAMIRPUR,Uttar Pradesh
210341,HAMIRPUR,Uttar Pradesh
210421,MAHOBA,Uttar Pradesh
210422,HAMIRPUR,Uttar Pradesh
210423,MAHOBA,Uttar Pradesh
210424,MAHOBA,Uttar Pradesh
210425,MAHOBA,Uttar Pradesh
210426,MAHOBA,Uttar Pradesh
210427,MAHOBA,Uttar Pradesh
210428,HAMIRPUR,Uttar Pradesh
210429,MAHOBA,Uttar Pradesh
210430,HAMIRPUR,Uttar Pradesh
210431,HAMIRPUR,Uttar Pradesh
210432,HAMIRPUR,Uttar Pradesh
210433,MAHOBA,Uttar Pradesh
210501,HAMIRPUR,Uttar Pradesh
210502,HAMIRPUR,Uttar Pradesh
210504,MAHOBA,Uttar Pradesh
210505,HAMIRPUR,Uttar Pradesh
210506,HAMIRPUR,Uttar Pradesh
210507,HAMIRPUR,Uttar Pradesh
211001,ALLAHABAD,Uttar Pradesh
211002,ALLAHABAD,Uttar Pradesh
211003,ALLAHABAD,Uttar Pradesh
211004,ALLAHABAD,Uttar Pradesh
211005,ALLAHABAD,Uttar Pradesh
211006,ALLAHABAD,Uttar Pradesh
211007,ALLAHABAD,Uttar Pradesh
211008,ALLAHABAD,Uttar Pradesh
211010,ALLAHABAD,Uttar Pradesh
211011,ALLAHABAD,Uttar Pradesh
211012,ALLAHABAD,Uttar Pradesh
211013,ALLAHABAD,Uttar Pradesh
211014,ALLAHABAD,Uttar Pradesh
211015,ALLAHABAD,Uttar Pradesh
211016,ALLAHABAD,Uttar Pradesh
211017,ALLAHABAD,Uttar Pradesh
211018,ALLAHABAD,Uttar Pradesh
211019,ALLAHABAD,Uttar Pradesh
211020,Prayagraj Allahabad,Uttar Pradesh
211021,ALLAHABAD,Uttar Pradesh
211022,ALLAHABAD,Uttar Pradesh
212104,ALLAHABAD,Uttar Pradesh
212105,ALLAHABAD,Uttar Pradesh
212106,ALLAHABAD,Uttar Pradesh
212107,ALLAHABAD,Uttar Pradesh
212108,ALLAHABAD,Uttar Pradesh
212109,ALLAHABAD,Uttar Pradesh
212111,ALLAHABAD,Uttar Pradesh
212201,ALLAHABAD,Uttar Pradesh
212202,KAUSHAMBI,Uttar Pradesh
212203,KAUSHAMBI,Uttar Pradesh
212204,KAUSHAMBI,Uttar Pradesh
212205,KAUSHAMBI,Uttar Pradesh
212206,ALLAHABAD,Uttar Pradesh
212207,KAUSHAMBI,Uttar Pradesh
212208,KAUSHAMBI,Uttar Pradesh
212212,ALLAHABAD,Uttar Pradesh
212213,KAUSHAMBI,Uttar Pradesh
212214,KAUSHAMBI,Uttar Pradesh
212216,KAUSHAMBI,Uttar Pradesh
212217,KAUSHAMBI,Uttar Pradesh
212218,KAUSHAMBI,Uttar Pradesh
212301,ALLAHABAD,Uttar Pradesh
212302,ALLAHABAD,Uttar Pradesh
212303,ALLAHABAD,Uttar Pradesh
212305,ALLAHABAD,Uttar Pradesh
212306,ALLAHABAD,Uttar Pradesh
212307,ALLAHABAD,Uttar Pradesh
212401,ALLAHABAD,Uttar Pradesh
212402,ALLAHABAD,Uttar Pradesh
212404,ALLAHABAD,Uttar Pradesh
212405,ALLAHABAD,Uttar Pradesh
212502,ALLAHABAD,Uttar Pradesh
212503,ALLAHABAD,Uttar Pradesh
212507,ALLAHABAD,Uttar Pradesh
212601,FATEHPUR,Uttar Pradesh
212620,FATEHPUR,Uttar Pradesh
212621,FATEHPUR,Uttar Pradesh
212622,FATEHPUR,Uttar Pradesh
212631,FATEHPUR,Uttar Pradesh
212635,FATEHPUR,Uttar Pradesh
212641,FATEHPUR,Uttar Pradesh
212645,FATEHPUR,Uttar Pradesh
212650,FATEHPUR,Uttar Pradesh
212651,FATEHPUR,Uttar Pradesh
212652,FATEHPUR,Uttar Pradesh
212653,FATEHPUR,Uttar Pradesh
212654,FATEHPUR,Uttar Pradesh
212655,FATEHPUR,Uttar Pradesh
212656,FATEHPUR,Uttar Pradesh
212657,FATEHPUR,Uttar Pradesh
212658,FATEHPUR,Uttar Pradesh
212659,FATEHPUR,Uttar Pradesh
212661,FATEHPUR,Uttar Pradesh
212663,FATEHPUR,Uttar Pradesh
212664,FATEHPUR,Uttar Pradesh
212665,FATEHPUR,Uttar Pradesh
221001,VARANASI,Uttar Pradesh
221002,VARANASI,Uttar Pradesh
221003,VARANASI,Uttar Pradesh
221004,VARANASI,Uttar Pradesh
221005,VARANASI,Uttar Pradesh
221006,VARANASI,Uttar Pradesh
221007,VARANASI,Uttar Pradesh
221008,VARANASI,Uttar Pradesh
221009,CHANDAULI,Uttar Pradesh
221010,VARANASI,Uttar Pradesh
221011,VARANASI,Uttar Pradesh
221012,CHANDAULI,Uttar Pradesh
221101,VARANASI,Uttar Pradesh
221103,VARANASI,Uttar Pradesh
221104,VARANASI,Uttar Pradesh
221105,VARANASI,Uttar Pradesh
221106,VARANASI,Uttar Pradesh
221107,VARANASI,Uttar Pradesh
221108,VARANASI,Uttar Pradesh
221109,VARANASI,Uttar Pradesh
221110,CHANDAULI,Uttar Pradesh
221112,VARANASI,Uttar Pradesh
221115,CHANDAULI,Uttar Pradesh
221116,VARANASI,Uttar Pradesh
221201,VARANASI,Uttar Pradesh
221202,VARANASI,Uttar Pradesh
221204,VARANASI,Uttar Pradesh
221206,VARANASI,Uttar Pradesh
221207,VARANASI,Uttar Pradesh
221208,VARANASI,Uttar Pradesh
221301,SANT RAVIDAS NAGAR,Uttar Pradesh
221302,VARANASI,Uttar Pradesh
221303,SANT RAVIDAS NAGAR,Uttar Pradesh
221304,SANT RAVIDAS NAGAR,Uttar Pradesh
221305,VARANASI,Uttar Pradesh
221306,VARANASI,Uttar Pradesh
221307,VARANASI,Uttar Pradesh
221308,VARANASI,Uttar Pradesh
221309,VARANASI,Uttar Pradesh
221310,SANT RAVIDAS NAGAR,Uttar Pradesh
221311,VARANASI,Uttar Pradesh
221313,VARANASI,Uttar Pradesh
221314,VARANASI,Uttar Pradesh
221401,SANT RAVIDAS NAGAR,Uttar Pradesh
221402,VARANASI,Uttar Pradesh
221403,VARANASI,Uttar Pradesh
221404,SANT RAVIDAS NAGAR,Uttar Pradesh
221405,VARANASI,Uttar Pradesh
221406,VARANASI,Uttar Pradesh
221409,VARANASI,Uttar Pradesh
221502,ALLAHABAD,Uttar Pradesh
221503,ALLAHABAD,Uttar Pradesh
221505,ALLAHABAD,Uttar Pradesh
221507,ALLAHABAD,Uttar Pradesh
221508,ALLAHABAD,Uttar Pradesh
221601,MAU,Uttar Pradesh
221602,MAU,Uttar Pradesh
221603,MAU,Uttar Pradesh
221701,BALLIA,Uttar Pradesh
221705,MAU,Uttar Pradesh
221706,MAU,Uttar Pradesh
221709,BALLIA,Uttar Pradesh
221711,BALLIA,Uttar Pradesh
221712,BALLIA,Uttar Pradesh
221713,BALLIA,Uttar Pradesh
221715,BALLIA,Uttar Pradesh
221716,BALLIA,Uttar Pradesh
221717,BALLIA,Uttar Pradesh
221718,BALLIA,Uttar Pradesh
222001,JAUNPUR,Uttar Pradesh
222002,JAUNPUR,Uttar Pradesh
222003,JAUNPUR,Uttar Pradesh
222101,JAUNPUR,Uttar Pradesh
222105,JAUNPUR,Uttar Pradesh
222109,JAUNPUR,Uttar Pradesh
222125,JAUNPUR,Uttar Pradesh
222126,JAUNPUR,Uttar Pradesh
222127,JAUNPUR,Uttar Pradesh
222128,JAUNPUR,Uttar Pradesh
222129,JAUNPUR,Uttar Pradesh
222131,JAUNPUR,Uttar Pradesh
222132,JAUNPUR,Uttar Pradesh
222133,JAUNPUR,Uttar Pradesh
222135,JAUNPUR,Uttar Pradesh
222136,JAUNPUR,Uttar Pradesh
222137,JAUNPUR,Uttar Pradesh
222138,JAUNPUR,Uttar Pradesh
222139,JAUNPUR,Uttar Pradesh
222141,JAUNPUR,Uttar Pradesh
222142,JAUNPUR,Uttar Pradesh
222143,JAUNPUR,Uttar Pradesh
222144,JAUNPUR,Uttar Pradesh
222145,JAUNPUR,Uttar Pradesh
222146,JAUNPUR,Uttar Pradesh
222148,JAUNPUR,Uttar Pradesh
222149,JAUNPUR,Uttar Pradesh
222161,JAUNPUR,Uttar Pradesh
222162,JAUNPUR,Uttar Pradesh
222165,JAUNPUR,Uttar Pradesh
222170,JAUNPUR,Uttar Pradesh
222175,JAUNPUR,Uttar Pradesh
222180,JAUNPUR,Uttar Pradesh
222181,JAUNPUR,Uttar Pradesh
222201,JAUNPUR,Uttar Pradesh
222202,JAUNPUR,Uttar Pradesh
222203,JAUNPUR,Uttar Pradesh
222204,JAUNPUR,Uttar Pradesh
222301,SULTANPUR,Uttar Pradesh
222302,SULTANPUR,Uttar Pradesh
222303,SULTANPUR,Uttar Pradesh
223101,JAUNPUR,Uttar Pradesh
223102,JAUNPUR,Uttar Pradesh
223103,JAUNPUR,Uttar Pradesh
223104,JAUNPUR,Uttar Pradesh
223105,JAUNPUR,Uttar Pradesh
223221,AZAMGARH,Uttar Pradesh
223222,AZAMGARH,Uttar Pradesh
223223,AZAMGARH,Uttar Pradesh
223224,AZAMGARH,Uttar Pradesh
223225,AZAMGARH,Uttar Pradesh
223226,AZAMGARH,Uttar Pradesh
223227,AZAMGARH,Uttar Pradesh
224001,FAIZABAD,Uttar Pradesh
224116,FAIZABAD,Uttar Pradesh
224117,FAIZABAD,Uttar Pradesh
224118,FAIZABAD,Uttar Pradesh
224119,FAIZABAD,Uttar Pradesh
224120,FAIZABAD,Uttar Pradesh
224121,FAIZABAD,Uttar Pradesh
224122,AMBEDKAR NAGAR,Uttar Pradesh
224123,FAIZABAD,Uttar Pradesh
224125,AMBEDKAR NAGAR,Uttar Pradesh
224126,FAIZABAD,Uttar Pradesh
224127,FAIZABAD,Uttar Pradesh
224129,AMBEDKAR NAGAR,Uttar Pradesh
224132,AMBEDKAR NAGAR,Uttar Pradesh
224133,FAIZABAD,Uttar Pradesh
224135,FAIZABAD,Uttar Pradesh
224137,AMBEDKAR NAGAR,Uttar Pradesh
224139,AMBEDKAR NAGAR,Uttar Pradesh
224141,FAIZABAD,Uttar Pradesh
224143,AMBEDKAR NAGAR,Uttar Pradesh
224145,AMBEDKAR NAGAR,Uttar Pradesh
224146,AMBEDKAR NAGAR,Uttar Pradesh
224147,AMBEDKAR NAGAR,Uttar Pradesh
224149,AMBEDKAR NAGAR,Uttar Pradesh
224151,AMBEDKAR NAGAR,Uttar Pradesh
224152,AMBEDKAR NAGAR,Uttar Pradesh
224153,FAIZABAD,Uttar Pradesh
224155,AMBEDKAR NAGAR,Uttar Pradesh
224157,AMBEDKAR NAGAR,Uttar Pradesh
224158,FAIZABAD,Uttar Pradesh
224159,AMBEDKAR NAGAR,Uttar Pradesh
224161,FAIZABAD,Uttar Pradesh
224164,FAIZABAD,Uttar Pradesh
224168,AMBEDKAR NAGAR,Uttar Pradesh
224171,FAIZABAD,Uttar Pradesh
224172,FAIZABAD,Uttar Pradesh
224176,AMBEDKAR NAGAR,Uttar Pradesh
224181,AMBEDKAR NAGAR,Uttar Pradesh
224182,FAIZABAD,Uttar Pradesh
224183,AMBEDKAR NAGAR,Uttar Pradesh
224186,AMBEDKAR NAGAR,Uttar Pradesh
224188,FAIZABAD,Uttar Pradesh
224189,FAIZABAD,Uttar Pradesh
224190,AMBEDKAR NAGAR,Uttar Pradesh
224195,FAIZABAD,Uttar Pradesh
224201,FAIZABAD,Uttar Pradesh
224202,FAIZABAD,Uttar Pradesh
224203,FAIZABAD,Uttar Pradesh
224204,FAIZABAD,Uttar Pradesh
224205,FAIZABAD,Uttar Pradesh
224206,FAIZABAD,Uttar Pradesh
224207,FAIZABAD,Uttar Pradesh
224208,FAIZABAD,Uttar Pradesh
224209,AMBEDKAR NAGAR,Uttar Pradesh
224210,FAIZABAD,Uttar Pradesh
224225,FAIZABAD,Uttar Pradesh
224227,AMBEDKAR NAGAR,Uttar Pradesh
224228,FAIZABAD,Uttar Pradesh
224229,FAIZABAD,Uttar Pradesh
224230,AMBEDKAR NAGAR,Uttar Pradesh
224231,AMBEDKAR NAGAR,Uttar Pradesh
224232,AMBEDKAR NAGAR,Uttar Pradesh
224234,FAIZABAD,Uttar Pradesh
224235,AMBEDKAR NAGAR,Uttar Pradesh
224238,AMBEDKAR NAGAR,Uttar Pradesh
224284,FAIZABAD,Uttar Pradesh
225001,BARABANKI,Uttar Pradesh
225002,BARABANKI,Uttar Pradesh
225003,BARABANKI,Uttar Pradesh
225119,BARABANKI,Uttar Pradesh
225120,BARABANKI,Uttar Pradesh
225121,BARABANKI,Uttar Pradesh
225122,BARABANKI,Uttar Pradesh
225123,BARABANKI,Uttar Pradesh
225124,BARABANKI,Uttar Pradesh
225125,BARABANKI,Uttar Pradesh
225126,BARABANKI,Uttar Pradesh
225201,BARABANKI,Uttar Pradesh
225202,BARABANKI,Uttar Pradesh
225203,BARABANKI,Uttar Pradesh
225204,BARABANKI,Uttar Pradesh
225205,BARABANKI,Uttar Pradesh
225206,BARABANKI,Uttar Pradesh
225207,BARABANKI,Uttar Pradesh
225208,BARABANKI,Uttar Pradesh
225301,BARABANKI,Uttar Pradesh
225302,BARABANKI,Uttar Pradesh
225303,BARABANKI,Uttar Pradesh
225304,BARABANKI,Uttar Pradesh
225305,BARABANKI,Uttar Pradesh
225306,BARABANKI,Uttar Pradesh
225401,BARABANKI,Uttar Pradesh
225403,BARABANKI,Uttar Pradesh
225404,BARABANKI,Uttar Pradesh
225405,BARABANKI,Uttar Pradesh
225409,BARABANKI,Uttar Pradesh
225412,BARABANKI,Uttar Pradesh
225413,BARABANKI,Uttar Pradesh
225414,BARABANKI,Uttar Pradesh
225415,BARABANKI,Uttar Pradesh
225416,BARABANKI,Uttar Pradesh
226001,LUCKNOW,Uttar Pradesh
226002,LUCKNOW,Uttar Pradesh
226003,LUCKNOW,Uttar Pradesh
226004,LUCKNOW,Uttar Pradesh
226005,LUCKNOW,Uttar Pradesh
226006,LUCKNOW,Uttar Pradesh
226007,LUCKNOW,Uttar Pradesh
226008,LUCKNOW,Uttar Pradesh
226009,LUCKNOW,Uttar Pradesh
226010,LUCKNOW,Uttar Pradesh
226011,LUCKNOW,Uttar Pradesh
226012,LUCKNOW,Uttar Pradesh
226013,LUCKNOW,Uttar Pradesh
226014,LUCKNOW,Uttar Pradesh
226015,LUCKNOW,Uttar Pradesh
226016,LUCKNOW,Uttar Pradesh
226017,LUCKNOW,Uttar Pradesh
226018,LUCKNOW,Uttar Pradesh
226019,LUCKNOW,Uttar Pradesh
226020,LUCKNOW,Uttar Pradesh
226021,LUCKNOW,Uttar Pradesh
226022,LUCKNOW,Uttar Pradesh
226023,LUCKNOW,Uttar Pradesh
226024,LUCKNOW,Uttar Pradesh
226025,LUCKNOW,Uttar Pradesh
226026,LUCKNOW,Uttar Pradesh
226027,LUCKNOW,Uttar Pradesh
226028,LUCKNOW,Uttar Pradesh
226029,LUCKNOW,Uttar Pradesh
226030,LUCKNOW,Uttar Pradesh
226031,LUCKNOW,Uttar Pradesh
226101,LUCKNOW,Uttar Pradesh
226102,LUCKNOW,Uttar Pradesh
226103,LUCKNOW,Uttar Pradesh
226104,LUCKNOW,Uttar Pradesh
226201,LUCKNOW,Uttar Pradesh
226202,Lucknow,Uttar Pradesh
226203,LUCKNOW,Uttar Pradesh
226301,LUCKNOW,Uttar Pradesh
226302,LUCKNOW,Uttar Pradesh
226303,LUCKNOW,Uttar Pradesh
226401,LUCKNOW,Uttar Pradesh
226501,LUCKNOW,Uttar Pradesh
227304,SULTANPUR,Uttar Pradesh
227405,AMETHI,Uttar Pradesh
227406,AMETHI,Uttar Pradesh
227407,SULTANPUR,Uttar Pradesh
227408,AMETHI,Uttar Pradesh
227409,AMETHI,Uttar Pradesh
227411,AMETHI,Uttar Pradesh
227412,AMETHI,Uttar Pradesh
227413,AMETHI,Uttar Pradesh
227801,AMETHI,Uttar Pradesh
227805,AMETHI,Uttar Pradesh
227806,AMETHI,Uttar Pradesh
227807,AMETHI,Uttar Pradesh
227808,SULTANPUR,Uttar Pradesh
227809,AMETHI,Uttar Pradesh
227811,AMETHI,Uttar Pradesh
227812,AMETHI,Uttar Pradesh
227813,AMETHI,Uttar Pradesh
227814,SULTANPUR,Uttar Pradesh
227815,AMETHI,Uttar Pradesh
227816,AMETHI,Uttar Pradesh
227817,AMETHI,Uttar Pradesh
228001,SULTANPUR,Uttar Pradesh
228118,SULTANPUR,Uttar Pradesh
228119,SULTANPUR,Uttar Pradesh
228120,SULTANPUR,Uttar Pradesh
228121,SULTANPUR,Uttar Pradesh
228125,SULTANPUR,Uttar Pradesh
228131,SULTANPUR,Uttar Pradesh
228132,SULTANPUR,Uttar Pradesh
228133,SULTANPUR,Uttar Pradesh
228141,SULTANPUR,Uttar Pradesh
228142,SULTANPUR,Uttar Pradesh
228145,SULTANPUR,Uttar Pradesh
228151,SULTANPUR,Uttar Pradesh
228155,AMETHI,Uttar Pradesh
228159,AMETHI,Uttar Pradesh
228161,SULTANPUR,Uttar Pradesh
228171,SULTANPUR,Uttar Pradesh
228172,SULTANPUR,Uttar Pradesh
229001,RAEBARELI,Uttar Pradesh
229010,RAEBARELI,Uttar Pradesh
229103,RAEBARELI,Uttar Pradesh
229120,RAEBARELI,Uttar Pradesh
229121,RAEBARELI,Uttar Pradesh
229122,RAEBARELI,Uttar Pradesh
229123,RAEBARELI,Uttar Pradesh
229124,RAEBARELI,Uttar Pradesh
229125,RAEBARELI,Uttar Pradesh
229126,RAEBARELI,Uttar Pradesh
229127,RAEBARELI,Uttar Pradesh
229128,RAEBARELI,Uttar Pradesh
229129,RAEBARELI,Uttar Pradesh
229130,RAEBARELI,Uttar Pradesh
229135,RAEBARELI,Uttar Pradesh
229201,RAEBARELI,Uttar Pradesh
229202,RAEBARELI,Uttar Pradesh
229203,RAEBARELI,Uttar Pradesh
229204,RAEBARELI,Uttar Pradesh
229205,RAEBARELI,Uttar Pradesh
229206,RAEBARELI,Uttar Pradesh
229207,RAEBARELI,Uttar Pradesh
229208,RAEBARELI,Uttar Pradesh
229209,RAEBARELI,Uttar Pradesh
229210,RAEBARELI,Uttar Pradesh
229211,RAEBARELI,Uttar Pradesh
229212,RAEBARELI,Uttar Pradesh
229215,RAEBARELI,Uttar Pradesh
229216,RAEBARELI,Uttar Pradesh
229301,RAEBARELI,Uttar Pradesh
229302,RAEBARELI,Uttar Pradesh
229303,RAEBARELI,Uttar Pradesh
229304,RAEBARELI,Uttar Pradesh
229305,RAEBARELI,Uttar Pradesh
229306,RAEBARELI,Uttar Pradesh
229307,RAEBARELI,Uttar Pradesh
229308,RAEBARELI,Uttar Pradesh
229309,RAEBARELI,Uttar Pradesh
229310,RAEBARELI,Uttar Pradesh
229311,RAEBARELI,Uttar Pradesh
229316,RAEBARELI,Uttar Pradesh
229401,RAEBARELI,Uttar Pradesh
229402,RAEBARELI,Uttar Pradesh
229404,RAEBARELI,Uttar Pradesh
